sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,color,size,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
IBLPF00205RY2,ch,Default,simple,,,,,,,,,,14.289,10.989,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=14.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBLPF00205RY3,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,12.99,9.99,1/3/22,31/12/22,,,,,,,,,,,,,25/6/20 12:19,7/7/23 1:06,,,,,,,,,,,,,,,,,,dfw_price=12.990000,0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IBLPF00205RY3,ch,Default,simple,,,,,,,,,,14.289,10.989,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=14.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBLPF00205RY4,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,12.99,9.99,1/3/22,31/12/22,,,,,,,,,,,,,25/6/20 12:19,7/7/23 1:06,,,,,,,,,,,,,,,,,,dfw_price=12.990000,0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IBLPF00205RY4,ch,Default,simple,,,,,,,,,,14.289,10.989,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=14.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBLPF00205RY5,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,12.99,9.99,1/3/22,31/12/22,,,,,,,,,,,,,25/6/20 12:19,7/7/23 1:06,,,,,,,,,,,,,,,,,,dfw_price=12.990000,0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IBLPF00205RY5,ch,Default,simple,,,,,,,,,,14.289,10.989,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=14.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBLPF00205VI1,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,12.99,9.99,1/3/22,31/12/22,,,,,,,,,,,,,25/6/20 12:19,7/7/23 1:06,,,,,,,,,,,,,,,,,,dfw_price=12.990000,0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IBLPF00205VI1,ch,Default,simple,,,,,,,,,,14.289,10.989,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=14.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBLPF00205VI2,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,12.99,9.99,1/3/22,31/12/22,,,,,,,,,,,,,25/6/20 12:19,7/7/23 1:06,,,,,,,,,,,,,,,,,,dfw_price=12.990000,0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IBLPF00205VI2,ch,Default,simple,,,,,,,,,,14.289,10.989,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=14.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBLPF00205VI3,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,12.99,9.99,1/3/22,31/12/22,,,,,,,,,,,,,25/6/20 12:19,7/7/23 1:06,,,,,,,,,,,,,,,,,,dfw_price=12.990000,0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IBLPF00205VI3,ch,Default,simple,,,,,,,,,,14.289,10.989,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=14.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBLPF00205VI4,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,12.99,9.99,1/3/22,31/12/22,,,,,,,,,,,,,25/6/20 12:19,7/7/23 1:06,,,,,,,,,,,,,,,,,,dfw_price=12.990000,0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IBLPF00205VI4,ch,Default,simple,,,,,,,,,,14.289,10.989,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=14.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBLPF00205VI5,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,12.99,9.99,1/3/22,31/12/22,,,,,,,,,,,,,25/6/20 12:19,7/7/23 1:06,,,,,,,,,,,,,,,,,,dfw_price=12.990000,0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IBLPF00205VI5,ch,Default,simple,,,,,,,,,,14.289,10.989,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=14.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBLPF00205WH1,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,12.99,9.99,1/3/22,31/12/22,,,,,,,,,,,,,25/6/20 12:19,7/7/23 1:06,,,,,,,,,,,,,,,,,,dfw_price=12.990000,0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IBLPF00205WH1,ch,Default,simple,,,,,,,,,,14.289,10.989,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=14.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBLPF00205WH2,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,12.99,9.99,1/3/22,31/12/22,,,,,,,,,,,,,25/6/20 12:19,7/7/23 1:06,,,,,,,,,,,,,,,,,,dfw_price=12.990000,0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IBLPF00205WH2,ch,Default,simple,,,,,,,,,,14.289,10.989,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=14.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBLPF00205WH3,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,12.99,9.99,1/3/22,31/12/22,,,,,,,,,,,,,25/6/20 12:19,7/7/23 1:06,,,,,,,,,,,,,,,,,,dfw_price=12.990000,0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IBLPF00205WH3,ch,Default,simple,,,,,,,,,,14.289,10.989,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=14.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBLPF00205WH4,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,12.99,9.99,1/3/22,31/12/22,,,,,,,,,,,,,25/6/20 12:19,7/7/23 1:06,,,,,,,,,,,,,,,,,,dfw_price=12.990000,0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IBLPF00205WH4,ch,Default,simple,,,,,,,,,,14.289,10.989,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=14.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBLPF00205WH5,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,12.99,9.99,1/3/22,31/12/22,,,,,,,,,,,,,25/6/20 12:19,7/7/23 1:06,,,,,,,,,,,,,,,,,,dfw_price=12.990000,0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IBLPF00205WH5,ch,Default,simple,,,,,,,,,,14.289,10.989,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=14.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKAHD00640BKONE,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,12.99,7.99,1/3/22,31/12/22,,,,,,,,,,,,,26/6/20 6:02,7/7/23 1:06,,,,,,,,,,,,,,,,,,"dfw_price=12.990000,has_special_price=Yes",0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IKAHD00640BKONE,ch,Default,simple,,,,,,,,,,14.289,8.789,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=14.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKAHD00640RDONE,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",GLYMUR KIDS RED KIDS'S EU ONE,,,0.6,2,Taxable Goods,Not Visible Individually,12.99,7.99,1/3/22,31/12/22,glymur-kids-red-kids-s-eu-one,,,,,GLYMUR KIDS RED,,GLYMUR KIDS RED,,,,,29/8/19 19:53,7/7/23 1:04,,,,,,,,,,,,,,,,Red,EU ONE,"activity=Trekking,color=Red,dfw_price=12.990000,ean=8434076055534,fabrics=XTRA-TERMIC,gender=Boys|Girls,has_special_price=Yes,in_html_sitemap=Yes,in_xml_sitemap=Yes,mainseason=Winter,model=GLYMUR KIDS,real_colours=RED,size=EU ONE,warmth=Warmish",0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IKAHD00640RDONE,en,Default,simple,,,boy hat kids i one red glymur,<ul><li> Gorro with polar forro in the interior. </li></ul>,<p> Ni snow hat? Or GLYMUR </p>,,,,,,,,,boy-hat-kids-i-one-red-glymur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKAHD00640RDONE,es,Default,simple,,,GORRO NIÑO ROJO GLYMUR KIDS EU ONE,"<ul>
<li>Gorro con forro polar en el interior.</li>
</ul>",<p>Gorro para la nieve de ni?o Glymur</p>,,,,,,,,,gorro-ni-o-rojo-glymur-kids-eu-one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKAHD00640RDONE,fr,Default,simple,,,chapeau de garçon enfants i rouge un glymur,<ul><li> Gorro avec polar forro à l'intérieur. </li></ul>,<p> Ni nigh hatt? Ou GLYMUR </p>,,,,,,,,,chapeau-de-garcon-enfants-i-rouge-un-glymur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKAHD00640RDONE,it,Default,simple,,,boy hat bambini i uno red glymur,<ul ><li> Gorro con forro polare all'interno. </li></ul>,<p> Ni cappello di neve? O GLYMUR </p>,,,,,,,,,boy-hat-bambini-i-uno-red-glymur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKAHD00640RDONE,ch,Default,simple,,,,,,,,,,14.289,8.789,25/11/21,28/11/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=14.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKDDW00214BK/BK10,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,39.99,,,,,,,,,,,,,,,,26/6/20 6:00,7/7/23 1:06,,,,,,,,,,,,,,,,,,has_special_price=Yes,0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IKDDW00214BK/BK10,ch,Default,simple,,,,,,,,,,43.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=43.989000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKDDW00214BK/BK12,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,39.99,,,,,,,,,,,,,,,,26/6/20 6:00,7/7/23 1:06,,,,,,,,,,,,,,,,,,has_special_price=Yes,0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IKDDW00214BK/BK12,ch,Default,simple,,,,,,,,,,43.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=43.989000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKDDW00214BK/BK14,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,39.99,,,,,,,,,,,,,,,,26/6/20 6:00,7/7/23 1:06,,,,,,,,,,,,,,,,,,has_special_price=Yes,0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IKDDW00214BK/BK14,ch,Default,simple,,,,,,,,,,43.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=43.989000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKDDW00214BK/BK6,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,39.99,,,,,,,,,,,,,,,,26/6/20 6:00,7/7/23 1:06,,,,,,,,,,,,,,,,,,has_special_price=Yes,0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IKDDW00214BK/BK6,ch,Default,simple,,,,,,,,,,43.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=43.989000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKDDW00214BK/BK8,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,39.99,,,,,,,,,,,,,,,,26/6/20 6:00,7/7/23 1:06,,,,,,,,,,,,,,,,,,has_special_price=Yes,0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IKDDW00214BK/BK8,ch,Default,simple,,,,,,,,,,43.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=43.989000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKDDW00214BK/RY10,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,39.99,,,,,,,,,,,,,,,,26/6/20 6:00,7/7/23 1:06,,,,,,,,,,,,,,,,,,has_special_price=Yes,0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IKDDW00214BK/RY10,ch,Default,simple,,,,,,,,,,43.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=43.989000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKDDW00214BK/RY12,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch",,,,,2,Taxable Goods,Not Visible Individually,39.99,,,,,,,,,,,,,,,,26/6/20 6:00,7/7/23 1:06,,,,,,,,,,,,,,,,,,has_special_price=Yes,0,0,1,0,0,1,1,1,0,1,0,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
