sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,color,size,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
IMJJA00782WHS,en,Default,simple,,,"white man i alder","<ul><li> Look wool. </li><li> Polar jacket knitted. </li><li> Fabric of excellent quality and very comfortable. </li><li> Keeps the heat. </li><li> Fixed hood. </li><li> Zippered ventral pockets. </li></ul>","<p> Polar jacket ALDER </p>",,,,,,,,,white-man-i-alder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMJJA00782WHS,es,Default,simple,,,"CHAQUETA HOMBRE BLANCO ALDER EU 36","<ul>
<li>Look wool.</li>
<li>Chaqueta polar de punto.</li>
<li>Tejido de excelente calidad y muy confortable.</li>
<li>Mantiene el calor.</li>
<li>Capucha fija.</li>
<li>Bolsillos ventrales con cremallera.</li>
</ul>","<p>Chaqueta Polar Alder</p>",,,,,,,,,chaqueta-hombre-blanco-alder-eu-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMJJA00782WHS,fr,Default,simple,,,"homme je blanc alder","<ul><li> Look laine. </li><li> Veste polaire tricotée. </li><li> Tissu d'excellente qualité et très confortable. </li><li> Garde la chaleur. </li><li> Hood fixe. </li><li> Poches ventrales à glissière. </li></ul>","<p> Veste polaire ALDER </p>",,,,,,,,,homme-je-blanc-alder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMJJA00782WHS,it,Default,simple,,,"white man's i alder","<ul ><li> Guarda lana. </li><li> Giacca polare a maglia. </li><li> Tessuto di eccellente qualità e molto confortevole. </li><li> Mantiene il calore. </li><li> Cappuccio fisso. </li><li> Tasche ventrale con cerniera. </li></ul>","<p> Giacca polare ALDER </p>",,,,,,,,,white-man-s-i-alder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMJJA00782WHS,ch,Default,simple,,,,,,,,,,47.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=47.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMJJA00782WHM,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch","ALDER WHITE MAN'S EU 38",,,0.600000,1,"Taxable Goods","Not Visible Individually",42.990000,32.990000,24/6/22,28/11/25,alder-white-man-s-eu-38,,,,,ALDER-WHITE-1,,ALDER-WHITE-1,,,,,"25/8/19 10:30","14/11/22 2:02",,,,,,,,,,,,,,,,White,"EU 38","activity=Trekking,color=White,dfw_price=42.990000,ean=8434076389295,fabrics=XTRA-TERMIC,gender=Men,has_special_price=No,in_html_sitemap=Yes,in_xml_sitemap=Yes,mainseason=All Seasons,materials=100% Polyester,
270-280 GR/M�,model=ALDER,pockets=ARM|SIDE,producttype=JACKET,real_colours=WHITE,size=EU 38,warmth=Warmish",0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,1,0,1,0.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IMJJA00782WHM,en,Default,simple,,,"white man i alder","<ul><li> Look wool. </li><li> Polar jacket knitted. </li><li> Fabric of excellent quality and very comfortable. </li><li> Keeps the heat. </li><li> Fixed hood. </li><li> Zippered ventral pockets. </li></ul>","<p> Polar jacket ALDER </p>",,,,,,,,,white-man-i-alder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMJJA00782WHM,es,Default,simple,,,"CHAQUETA HOMBRE BLANCO ALDER EU 38","<ul>
<li>Look wool.</li>
<li>Chaqueta polar de punto.</li>
<li>Tejido de excelente calidad y muy confortable.</li>
<li>Mantiene el calor.</li>
<li>Capucha fija.</li>
<li>Bolsillos ventrales con cremallera.</li>
</ul>","<p>Chaqueta Polar Alder</p>",,,,,,,,,chaqueta-hombre-blanco-alder-eu-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMJJA00782WHM,fr,Default,simple,,,"homme je blanc alder","<ul><li> Look laine. </li><li> Veste polaire tricotée. </li><li> Tissu d'excellente qualité et très confortable. </li><li> Garde la chaleur. </li><li> Hood fixe. </li><li> Poches ventrales à glissière. </li></ul>","<p> Veste polaire ALDER </p>",,,,,,,,,homme-je-blanc-alder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMJJA00782WHM,it,Default,simple,,,"white man's i alder","<ul ><li> Guarda lana. </li><li> Giacca polare a maglia. </li><li> Tessuto di eccellente qualità e molto confortevole. </li><li> Mantiene il calore. </li><li> Cappuccio fisso. </li><li> Tasche ventrale con cerniera. </li></ul>","<p> Giacca polare ALDER </p>",,,,,,,,,white-man-s-i-alder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMJJA00782WHM,ch,Default,simple,,,,,,,,,,47.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=47.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMJJA00782WHL,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch","ALDER WHITE MAN'S EU 40",,,0.600000,1,"Taxable Goods","Not Visible Individually",42.990000,32.990000,24/6/22,28/11/25,alder-white-man-s-eu-40,,,,,ALDER-WHITE-1,,ALDER-WHITE-1,,,,,"25/8/19 10:30","14/11/22 2:02",,,,,,,,,,,,,,,,White,"EU 40","activity=Trekking,color=White,dfw_price=42.990000,ean=8434076389288,fabrics=XTRA-TERMIC,gender=Men,has_special_price=No,in_html_sitemap=Yes,in_xml_sitemap=Yes,mainseason=All Seasons,materials=100% Polyester,
270-280 GR/M�,model=ALDER,pockets=ARM|SIDE,producttype=JACKET,real_colours=WHITE,size=EU 40,warmth=Warmish",0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,1,0,1,0.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IMJJA00782WHL,en,Default,simple,,,"white man i alder","<ul><li> Look wool. </li><li> Polar jacket knitted. </li><li> Fabric of excellent quality and very comfortable. </li><li> Keeps the heat. </li><li> Fixed hood. </li><li> Zippered ventral pockets. </li></ul>","<p> Polar jacket ALDER </p>",,,,,,,,,white-man-i-alder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMJJA00782WHL,es,Default,simple,,,"CHAQUETA HOMBRE BLANCO ALDER EU 40","<ul>
<li>Look wool.</li>
<li>Chaqueta polar de punto.</li>
<li>Tejido de excelente calidad y muy confortable.</li>
<li>Mantiene el calor.</li>
<li>Capucha fija.</li>
<li>Bolsillos ventrales con cremallera.</li>
</ul>","<p>Chaqueta Polar Alder</p>",,,,,,,,,chaqueta-hombre-blanco-alder-eu-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMJJA00782WHL,fr,Default,simple,,,"homme je blanc alder","<ul><li> Look laine. </li><li> Veste polaire tricotée. </li><li> Tissu d'excellente qualité et très confortable. </li><li> Garde la chaleur. </li><li> Hood fixe. </li><li> Poches ventrales à glissière. </li></ul>","<p> Veste polaire ALDER </p>",,,,,,,,,homme-je-blanc-alder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMJJA00782WHL,it,Default,simple,,,"white man's i alder","<ul ><li> Guarda lana. </li><li> Giacca polare a maglia. </li><li> Tessuto di eccellente qualità e molto confortevole. </li><li> Mantiene il calore. </li><li> Cappuccio fisso. </li><li> Tasche ventrale con cerniera. </li></ul>","<p> Giacca polare ALDER </p>",,,,,,,,,white-man-s-i-alder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMJJA00782WHL,ch,Default,simple,,,,,,,,,,47.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=47.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMJJA00782WH6XL,,Default,simple,,"base,izas_website,fr,it,uk,en_us,ch","ALDER WHITE MAN'S EU 52",,,0.600000,1,"Taxable Goods","Not Visible Individually",42.990000,32.990000,24/6/22,28/11/25,alder-white-man-s-eu-52,,,,,ALDER-WHITE-1,,ALDER-WHITE-1,,,,,"25/8/19 10:30","14/11/22 2:02",,,,,,,,,,,,,,,,White,"EU 52","activity=Trekking,color=White,dfw_price=42.990000,ean=8434076389271,fabrics=XTRA-TERMIC,gender=Men,has_special_price=No,in_html_sitemap=Yes,in_xml_sitemap=Yes,mainseason=All Seasons,materials=100% Polyester,
270-280 GR/M�,model=ALDER,pockets=ARM|SIDE,producttype=JACKET,real_colours=WHITE,size=EU 52,warmth=Warmish",0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,1,0,1,0.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,
IMJJA00782WH6XL,en,Default,simple,,,"white man i alder","<ul><li> Look wool. </li><li> Polar jacket knitted. </li><li> Fabric of excellent quality and very comfortable. </li><li> Keeps the heat. </li><li> Fixed hood. </li><li> Zippered ventral pockets. </li></ul>","<p> Polar jacket ALDER </p>",,,,,,,,,white-man-i-alder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMJJA00782WH6XL,es,Default,simple,,,"CHAQUETA HOMBRE BLANCO ALDER EU 52","<ul>
<li>Look wool.</li>
<li>Chaqueta polar de punto.</li>
<li>Tejido de excelente calidad y muy confortable.</li>
<li>Mantiene el calor.</li>
<li>Capucha fija.</li>
<li>Bolsillos ventrales con cremallera.</li>
</ul>","<p>Chaqueta Polar Alder</p>",,,,,,,,,chaqueta-hombre-blanco-alder-eu-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMJJA00782WH6XL,fr,Default,simple,,,"homme je blanc alder","<ul><li> Look laine. </li><li> Veste polaire tricotée. </li><li> Tissu d'excellente qualité et très confortable. </li><li> Garde la chaleur. </li><li> Hood fixe. </li><li> Poches ventrales à glissière. </li></ul>","<p> Veste polaire ALDER </p>",,,,,,,,,homme-je-blanc-alder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMJJA00782WH6XL,it,Default,simple,,,"white man's i alder","<ul ><li> Guarda lana. </li><li> Giacca polare a maglia. </li><li> Tessuto di eccellente qualità e molto confortevole. </li><li> Mantiene il calore. </li><li> Cappuccio fisso. </li><li> Tasche ventrale con cerniera. </li></ul>","<p> Giacca polare ALDER </p>",,,,,,,,,white-man-s-i-alder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMJJA00782WH6XL,ch,Default,simple,,,,,,,,,,47.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfw_price=47.289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
